query (incomplete)	target (complete)	score
Soil5.scaffold_268212901_c1_1	Soil17.scaffold_332687915_c1_2	4.920754716981132
Soil5.scaffold_209506766_c1_7	Soil15.scaffold_116822102_c1_19	4.710391822827939
Soil5.scaffold_131169172_c1_1	Soil6.scaffold_312871021_c1_4	5.352380952380952
Soil5.scaffold_50363892_c1_1	T0.scaffold_273218771_c1_2	4.935119887165021
Soil5.scaffold_505074467_c1_3	Soil5.scaffold_434220697_c1_2	5.324675324675325
Soil5.scaffold_126248520_c1_2	Soil3.scaffold_414071996_c1_8	4.378491620111732
Soil5.scaffold_163842196_c1_1	Soil5.scaffold_82918708_c1_12	4.984210526315789
Soil5.scaffold_508404558_c1_1	Soil3.scaffold_530221301_c1_2	4.481430536451169
Soil5.scaffold_444093699_c1_4	Soil5.scaffold_384418492_c1_161	4.153631284916201
Soil6.scaffold_520427360_c1_1	Soil3.scaffold_285743490_c1_2	4.586614173228346
Soil6.scaffold_238698780_c1_2	Soil5.scaffold_249001418_c1_2	4.2175732217573225
Soil6.scaffold_645328969_c1_1	T0.scaffold_786865677_c1_2	3.8232642019837693
Soil6.scaffold_138360071_c1_1	Soil6.scaffold_460055642_c1_2	5.3
Soil6.scaffold_209596479_c1_1	Soil15.scaffold_16321085_c1_6	3.965909090909091
Soil6.scaffold_639228132_c1_1	Soil3.scaffold_285743490_c1_2	4.7845303867403315
Soil6.scaffold_267444441_c1_1	Soil5.scaffold_544698016_c1_2	4.366197183098592
Soil6.scaffold_477227124_c1_1	Soil3.scaffold_285743490_c1_2	4.358126721763085
Soil6.scaffold_456255312_c1_3	Soil16.scaffold_313969256_c1_10	4.2094017094017095
Soil6.scaffold_547701030_c1_1	Soil16.scaffold_313969256_c1_10	4.11328125
Soil6.scaffold_274716451_c1_1	T0.scaffold_172278247_c1_4	4.6473988439306355
Soil6.scaffold_487706506_c1_1	Soil5.scaffold_249001418_c1_2	4.735785953177258
Soil6.scaffold_441881540_c1_4	Soil3.scaffold_408070428_c1_2	5.196138211382114
Soil6.scaffold_640761477_c1_1	Soil11.scaffold_587233302_c1_1	4.8462783171521036
Soil6.scaffold_634794646_c1_1	Soil6.scaffold_95998780_c1_2	4.600823045267489
Soil6.scaffold_556219166_c1_1	Soil5.scaffold_249001418_c1_2	3.820284697508897
Soil6.scaffold_485578092_c1_1	Soil3.scaffold_333288240_c1_8	3.833013435700576
Soil6.scaffold_496227091_c1_1	T0.scaffold_172278247_c1_4	4.990521327014218
Soil6.scaffold_636492910_c1_1	Soil14.scaffold_280216268_c1_12	4.6265356265356266
Soil6.scaffold_360543167_c1_1	Soil9.scaffold_766455321_c1_2	5.271084337349397
Soil6.scaffold_569443478_c1_7	Soil11.scaffold_65427810_c1_20	5.440492476060191
Soil6.scaffold_200123076_c1_13	Soil9.scaffold_209032411_c1_3	5.479859894921191
Soil6.scaffold_239145303_c1_1	Soil3.scaffold_285743490_c1_2	5.058139534883721
Soil6.scaffold_604673340_c1_1	Soil15.scaffold_16321085_c1_6	5.305418719211823
Soil6.scaffold_505981497_c1_1	T0.scaffold_786865677_c1_2	4.6946107784431135
Soil6.scaffold_236845606_c1_1	Soil11.scaffold_211583530_c1_6	4.779036827195467
Soil6.scaffold_654612876_c1_1	Soil3.scaffold_408070428_c1_2	4.72858431018936
Soil6.scaffold_408908980_c1_1	Soil5.scaffold_249001418_c1_2	4.612698412698412
Soil6.scaffold_526670178_c1_1	Soil3.scaffold_414071996_c1_8	4.249258160237389
Soil6.scaffold_612983312_c1_1	Soil3.scaffold_333288240_c1_8	4.128647214854111
Soil6.scaffold_307771604_c1_1	Soil16.scaffold_313969256_c1_10	4.592814371257485
Soil6.scaffold_130160295_c1_1	Soil9.scaffold_766455321_c1_2	4.747030878859857
Soil6.scaffold_494890465_c1_1	Soil3.scaffold_414071996_c1_8	4.432
Soil6.scaffold_205948154_c1_1	Soil16.scaffold_804923086_c1_3	4.587188612099644
Soil6.scaffold_228720199_c1_2	Soil3.scaffold_408070428_c1_2	5.545150501672241
Soil6.scaffold_92176293_c1_1	Soil3.scaffold_414071996_c1_8	4.335901386748844
Soil6.scaffold_154638535_c1_97	Soil5.scaffold_416434691_c1_48	4.144927536231884
Soil6.scaffold_447148991_c1_1	Soil15.scaffold_16321085_c1_6	4.85
Soil6.scaffold_267525237_c1_1	Soil12.scaffold_266712765_c1_2	5.055865921787709
Soil6.scaffold_509384248_c1_7	Soil9.scaffold_766455321_c1_2	5.424821002386635
Soil6.scaffold_570673803_c1_1	Soil5.scaffold_416434691_c1_48	4.572916666666667
Soil6.scaffold_522312521_c1_2	Soil3.scaffold_285743490_c1_2	5.23062381852552
Soil6.scaffold_548977689_c1_1	Soil3.scaffold_414071996_c1_8	4.3428571428571425
Soil6.scaffold_80420804_c1_1	Soil17.scaffold_332687915_c1_2	5.027472527472527
Soil6.scaffold_586422288_c1_1	Soil5.scaffold_544698016_c1_2	4.815668202764977
Soil9.scaffold_554597193_c1_6	T0.scaffold_273218771_c1_2	4.8983739837398375
Soil9.scaffold_517173497_c1_1	Soil14.scaffold_280216268_c1_12	4.138036809815951
Soil9.scaffold_550622065_c1_1	Soil9.scaffold_766455321_c1_2	4.806640625
Soil9.scaffold_568636182_c1_1	Soil3.scaffold_408070428_c1_2	4.553488372093023
Soil9.scaffold_373367996_c1_1	Soil12.scaffold_266712765_c1_2	4.862464183381089
Soil9.scaffold_2058764_c1_1	Soil5.scaffold_559257041_c1_1	4.621951219512195
Soil9.scaffold_97250420_c1_1	Soil3.scaffold_333288240_c1_8	4.007407407407407
Soil9.scaffold_607424851_c1_3	Soil3.scaffold_285743490_c1_2	4.201058201058201
Soil9.scaffold_514711436_c1_3	T0.scaffold_172278247_c1_4	5.061093247588424
Soil9.scaffold_24058369_c1_1	T0.scaffold_786865677_c1_2	5.037234042553192
Soil9.scaffold_762104633_c1_1	Soil17.scaffold_332687915_c1_2	4.269
Soil9.scaffold_572289408_c1_9	Soil5.scaffold_549495455_c1_6	4.401418439716312
Soil9.scaffold_295701656_c1_1	Soil16.scaffold_804923086_c1_3	4.651626442812172
Soil9.scaffold_695921122_c1_1	Soil5.scaffold_416434691_c1_48	4.725
Soil9.scaffold_52427877_c1_1	Soil6.scaffold_86801766_c1_2	4.861344537815126
Soil9.scaffold_715326791_c1_1	Soil15.scaffold_16321085_c1_6	4.976027397260274
Soil9.scaffold_550278571_c1_1	Soil11.scaffold_65427810_c1_20	5.423076923076923
Soil9.scaffold_727033318_c1_1	Soil3.scaffold_414071996_c1_8	4.944723618090452
Soil9.scaffold_301134466_c1_1	Soil16.scaffold_1312607544_c1_3	4.834249084249084
Soil9.scaffold_477396445_c1_1	T0.scaffold_786865677_c1_2	5.236263736263736
Soil9.scaffold_481717859_c1_1	Soil16.scaffold_804923086_c1_3	4.543352601156069
Soil9.scaffold_393751107_c1_2	Soil6.scaffold_86801766_c1_2	5.4352112676056334
Soil9.scaffold_726879721_c1_3	T0.scaffold_273218771_c1_2	4.061833688699361
Soil9.scaffold_63106286_c1_1	Soil3.scaffold_333288240_c1_8	4.666666666666667
Soil9.scaffold_308765924_c1_1	Soil3.scaffold_333288240_c1_8	5.186440677966102
Soil9.scaffold_45638853_c1_1	Soil5.scaffold_549495455_c1_6	4.960629921259843
Soil9.scaffold_531412781_c1_1	Soil16.scaffold_1312607544_c1_3	4.844479004665629
Soil9.scaffold_531013011_c1_13	Soil15.scaffold_16321085_c1_6	4.884765625
Soil9.scaffold_68176099_c1_1	Soil16.scaffold_313969256_c1_10	4.707142857142857
Soil9.scaffold_40670513_c1_1	Soil5.scaffold_249001418_c1_2	4.5487661574618095
Soil9.scaffold_372417789_c1_1	Soil6.scaffold_460055642_c1_2	5.323383084577115
Soil9.scaffold_730667905_c1_4	Soil9.scaffold_175774837_c1_4	4.381081081081081
Soil9.scaffold_797403003_c1_2	T0.scaffold_786865677_c1_2	5.231607629427793
Soil9.scaffold_567167688_c1_1	Soil11.scaffold_587233302_c1_1	5.097323600973236
Soil9.scaffold_516112812_c1_1	Soil9.scaffold_766455321_c1_2	4.780361757105943
Soil9.scaffold_713742547_c1_1	Soil15.scaffold_175810641_c1_3	5.330687830687831
Soil9.scaffold_785181970_c1_1	Soil17.scaffold_332687915_c1_2	5.179723502304148
Soil9.scaffold_347355846_c1_1	Soil3.scaffold_530221301_c1_2	4.672108843537415
Soil9.scaffold_577806346_c1_1	Soil11.scaffold_587233302_c1_1	5.19
Soil9.scaffold_276334697_c1_1	Soil3.scaffold_285743490_c1_2	5.185654008438819
Soil9.scaffold_463652061_c1_3	Soil17.scaffold_332687915_c1_2	4.287658802177859
Soil9.scaffold_221736619_c1_1	T0.scaffold_273218771_c1_2	4.664652567975831
Soil9.scaffold_435396137_c1_1	Soil6.scaffold_86801766_c1_2	4.78515625
Soil9.scaffold_427270196_c1_1	Soil11.scaffold_65427810_c1_20	4.672489082969432
Soil9.scaffold_793036657_c1_1	T0.scaffold_786865677_c1_2	5.189781021897811
Soil9.scaffold_117431192_c1_1	Soil15.scaffold_16321085_c1_6	5.184
Soil9.scaffold_138523248_c1_1	Soil11.scaffold_65427810_c1_20	5.025252525252525
Soil9.scaffold_360807477_c1_1	Soil3.scaffold_530221301_c1_2	4.686991869918699
Soil9.scaffold_669965656_c1_1	Soil5.scaffold_249001418_c1_2	4.454337899543379
Soil9.scaffold_613661707_c1_1	Soil5.scaffold_183283646_c1_24	5.400862068965517
Soil9.scaffold_2866533_c1_1	Soil9.scaffold_766455321_c1_2	5.245508982035928
Soil9.scaffold_688377698_c1_1	Soil9.scaffold_209032411_c1_3	5.033898305084746
Soil9.scaffold_73401216_c1_1	Soil16.scaffold_313969256_c1_10	4.869955156950673
Soil9.scaffold_120698019_c1_5	Soil9.scaffold_711597457_c1_4	4.52484076433121
T0.scaffold_339049266_c1_1	Soil3.scaffold_408070428_c1_2	5.044843049327354
T0.scaffold_967757664_c1_1	T0.scaffold_172278247_c1_4	4.771929824561403
T0.scaffold_684329388_c1_1	Soil16.scaffold_1312607544_c1_3	4.707357859531773
T0.scaffold_35062325_c1_1	Soil5.scaffold_249001418_c1_2	4.605009633911368
T0.scaffold_847435721_c1_1	Soil9.scaffold_175774837_c1_4	4.704918032786885
T0.scaffold_50999882_c1_2	Soil11.scaffold_431547323_c1_2	4.968609865470852
T0.scaffold_287104333_c1_1	Soil12.scaffold_266712765_c1_2	4.204968944099379
T0.scaffold_1087053736_c1_1	Soil5.scaffold_489407153_c1_201	5.182
T0.scaffold_327279428_c1_4	Soil5.scaffold_249001418_c1_2	4.117910447761194
T0.scaffold_561169257_c1_1	Soil14.scaffold_280216268_c1_12	4.610759493670886
T0.scaffold_149589548_c1_1	Soil3.scaffold_414071996_c1_8	5.391254315304948
T0.scaffold_290627530_c1_1	Soil16.scaffold_804923086_c1_3	4.834615384615384
T0.scaffold_974243036_c1_1	T0.scaffold_273218771_c1_2	5.162303664921466
T0.scaffold_1016848578_c1_1	Soil5.scaffold_559257041_c1_1	5.127659574468085
T0.scaffold_61404940_c1_1	Soil12.scaffold_266712765_c1_2	4.920212765957447
T0.scaffold_914934534_c1_1	Soil6.scaffold_95998780_c1_2	5.350806451612903
T0.scaffold_51752605_c1_1	Soil5.scaffold_249001418_c1_2	4.5394736842105265
T0.scaffold_1143557678_c1_1	Soil6.scaffold_460055642_c1_2	5.370672097759674
T0.scaffold_82084267_c1_1	Soil9.scaffold_711597457_c1_4	4.406159769008662
T0.scaffold_391332209_c1_1	Soil15.scaffold_175810641_c1_3	5.362068965517241
T0.scaffold_768735077_c1_1	Soil17.scaffold_918557319_c1_2	3.7442748091603053
T0.scaffold_771045130_c1_5	Soil3.scaffold_408070428_c1_2	4.785202863961814
T0.scaffold_1052029150_c1_1	Soil17.scaffold_332687915_c1_2	4.737089201877934
T0.scaffold_1146579158_c1_1	Soil5.scaffold_133269568_c1_66	2.777385159010601
T0.scaffold_1051169002_c1_3	Soil15.scaffold_116822102_c1_19	5.015384615384615
T0.scaffold_768573759_c1_1	Soil5.scaffold_544698016_c1_2	5.369047619047619
T0.scaffold_528548689_c1_2	Soil3.scaffold_414071996_c1_8	4.716494845360825
T0.scaffold_701892526_c1_1	T0.scaffold_786865677_c1_2	4.240196078431373
T0.scaffold_677904738_c1_1	Soil9.scaffold_175774837_c1_4	4.746913580246914
T0.scaffold_76076085_c1_1	Soil5.scaffold_395480119_c1_5	5.4
T0.scaffold_844742415_c1_1	Soil9.scaffold_175774837_c1_4	5.439544807965861
T0.scaffold_404095462_c1_2	T0.scaffold_172278247_c1_4	5.124797406807131
T0.scaffold_519767388_c1_1	Soil16.scaffold_1312607544_c1_3	4.721563981042654
T0.scaffold_646082895_c1_1	T0.scaffold_273218771_c1_2	4.747538048343778
T0.scaffold_610518454_c1_1	Soil5.scaffold_249001418_c1_2	4.373522458628842
T0.scaffold_40396025_c1_1	Soil6.scaffold_312871021_c1_4	4.79020979020979
T0.scaffold_685359621_c1_1	Soil6.scaffold_312871021_c1_4	4.787878787878788
T0.scaffold_925671294_c1_1	Soil17.scaffold_274056314_c1_61	4.8262108262108265
T0.scaffold_409096425_c1_1	Soil5.scaffold_183283646_c1_24	5.014767932489452
