query_id,phylum,alignment_score,identity_percent
Soil5.scaffold_544698016_c1_2,myxococcota,3970.8,41.79798490762835
Soil5.scaffold_544698016_c1_2,verrucomicrobiota,4033.6,42.34378222558349
Soil5.scaffold_549495455_c1_6,Actinomycetota,4308.8,46.379505134407495
Soil5.scaffold_549495455_c1_6,Bacillota,4687.0,52.820354643212184
Soil5.scaffold_549495455_c1_6,Bacteroidota,4086.0,42.107645177404024
Soil5.scaffold_549495455_c1_6,Pseudomonadota,4252.8,44.02868365873934
Soil5.scaffold_549495455_c1_6,acidobacteriota,3851.8,40.2268028412688
Soil5.scaffold_549495455_c1_6,chloroflexota,4019.6,41.431503289493655
Soil5.scaffold_549495455_c1_6,gemmatimonadota,3985.6,40.96406566208723
Soil5.scaffold_549495455_c1_6,myxococcota,3868.6,39.88375571812461
Soil5.scaffold_549495455_c1_6,verrucomicrobiota,3919.2,39.99472374086452
Soil5.scaffold_559257041_c1_1,Actinomycetota,4773.8,54.79129212637487
Soil5.scaffold_559257041_c1_1,Bacillota,4411.8,47.29977276984516
Soil5.scaffold_559257041_c1_1,Bacteroidota,4080.4,41.44393196830414
Soil5.scaffold_559257041_c1_1,Pseudomonadota,4299.2,44.64217231110453
Soil5.scaffold_559257041_c1_1,acidobacteriota,3946.4,41.25165225620201
Soil5.scaffold_559257041_c1_1,chloroflexota,4109.2,42.418704759340564
Soil5.scaffold_559257041_c1_1,gemmatimonadota,4067.0,41.521835168061145
Soil5.scaffold_559257041_c1_1,myxococcota,3990.4,41.64098771913733
Soil5.scaffold_559257041_c1_1,verrucomicrobiota,4022.8,41.73927147832048
Soil5.scaffold_82918708_c1_12,Actinomycetota,4367.4,47.4751139157765
Soil5.scaffold_82918708_c1_12,Bacillota,4865.6,56.26058699899825
Soil5.scaffold_82918708_c1_12,Bacteroidota,4174.4,43.61801010036662
Soil5.scaffold_82918708_c1_12,Pseudomonadota,4398.8,46.46381658010187
Soil5.scaffold_82918708_c1_12,acidobacteriota,4001.8,42.75328679627177
Soil5.scaffold_82918708_c1_12,chloroflexota,4174.0,43.98921300375237
Soil5.scaffold_82918708_c1_12,gemmatimonadota,4085.4,42.53704613577911
Soil5.scaffold_82918708_c1_12,myxococcota,4019.8,42.454536845844856
Soil5.scaffold_82918708_c1_12,verrucomicrobiota,4059.4,42.6109654241086
Soil5.scaffold_87619515_c1_114,Actinomycetota,4311.4,46.62139977196268
Soil5.scaffold_87619515_c1_114,Bacillota,4784.2,55.0648505632705
Soil5.scaffold_87619515_c1_114,Bacteroidota,4137.6,43.15830647840303
Soil5.scaffold_87619515_c1_114,Pseudomonadota,4341.4,45.74474991549863
Soil5.scaffold_87619515_c1_114,acidobacteriota,3915.8,41.01925962418498
Soil5.scaffold_87619515_c1_114,chloroflexota,4086.8,42.325607306575805
Soil5.scaffold_87619515_c1_114,gemmatimonadota,4047.6,41.71486103186209
Soil5.scaffold_87619515_c1_114,myxococcota,3951.2,41.19223062527719
Soil5.scaffold_87619515_c1_114,verrucomicrobiota,4005.8,41.493845196224164
Soil6.scaffold_312871021_c1_4,Actinomycetota,4163.6,42.35126661498225
Soil6.scaffold_312871021_c1_4,Bacillota,4303.2,44.26830458978328
Soil6.scaffold_312871021_c1_4,Bacteroidota,4302.4,44.437128371842675
Soil6.scaffold_312871021_c1_4,Pseudomonadota,5199.8,60.2711207659591
Soil6.scaffold_312871021_c1_4,acidobacteriota,3887.8,39.182687581146325
Soil6.scaffold_312871021_c1_4,chloroflexota,4075.4,41.094488981688066
Soil6.scaffold_312871021_c1_4,gemmatimonadota,3998.2,39.52608903860664
Soil6.scaffold_312871021_c1_4,myxococcota,4107.0,42.407028188582
Soil6.scaffold_312871021_c1_4,verrucomicrobiota,4012.8,40.45403722936767
Soil6.scaffold_460055642_c1_2,Actinomycetota,4188.8,43.13647723393733
Soil6.scaffold_460055642_c1_2,Bacillota,4311.4,44.61342955537694
Soil6.scaffold_460055642_c1_2,Bacteroidota,4325.6,45.06739146740406
Soil6.scaffold_460055642_c1_2,Pseudomonadota,5192.0,59.875122640247966
Soil6.scaffold_460055642_c1_2,acidobacteriota,3918.8,40.1419908914762
Soil6.scaffold_460055642_c1_2,chloroflexota,4064.4,40.95375902886536
Soil6.scaffold_460055642_c1_2,gemmatimonadota,4045.4,40.5023060155724
Soil6.scaffold_460055642_c1_2,myxococcota,4182.4,44.09617984828283
Soil6.scaffold_460055642_c1_2,verrucomicrobiota,4070.6,41.38936944637164
Soil6.scaffold_86801766_c1_2,Actinomycetota,4727.8,54.05638545824745
Soil6.scaffold_86801766_c1_2,Bacillota,4341.8,46.63903147556547
Soil6.scaffold_86801766_c1_2,Bacteroidota,3989.8,40.155524103495665
Soil6.scaffold_86801766_c1_2,Pseudomonadota,4236.6,43.76379491434345
Soil6.scaffold_86801766_c1_2,acidobacteriota,3912.6,41.08673937732508
Soil6.scaffold_86801766_c1_2,chloroflexota,4088.0,42.493132143456315
Soil6.scaffold_86801766_c1_2,gemmatimonadota,4055.0,41.71442218536388
Soil6.scaffold_86801766_c1_2,myxococcota,3964.8,41.599895671492455
Soil6.scaffold_86801766_c1_2,verrucomicrobiota,4014.6,42.04162988844824
Soil6.scaffold_95998780_c1_2,Actinomycetota,4734.0,54.501693193323135
Soil6.scaffold_95998780_c1_2,Bacillota,4351.6,47.00087615299745
Soil6.scaffold_95998780_c1_2,Bacteroidota,3981.2,40.33467105599577
Soil6.scaffold_95998780_c1_2,Pseudomonadota,4199.6,43.26252909675282
Soil6.scaffold_95998780_c1_2,acidobacteriota,3902.6,41.23832640007811
Soil6.scaffold_95998780_c1_2,chloroflexota,4080.0,42.566558719109
Soil6.scaffold_95998780_c1_2,gemmatimonadota,4029.4,41.64177262649425
Soil6.scaffold_95998780_c1_2,myxococcota,3955.8,41.891062332215924
Soil6.scaffold_95998780_c1_2,verrucomicrobiota,3980.8,41.672810344925345
Soil9.scaffold_175774837_c1_4,Actinomycetota,4600.0,53.28524800439411
Soil9.scaffold_175774837_c1_4,Bacillota,4233.0,46.36458567660742
Soil9.scaffold_175774837_c1_4,Bacteroidota,3899.6,40.10331661836783
Soil9.scaffold_175774837_c1_4,Pseudomonadota,4072.6,42.37720197905613
Soil9.scaffold_175774837_c1_4,acidobacteriota,3807.6,40.977015059919395
Soil9.scaffold_175774837_c1_4,chloroflexota,4007.8,42.56116047269539
Soil9.scaffold_175774837_c1_4,gemmatimonadota,3971.8,41.90886017363888
Soil9.scaffold_175774837_c1_4,myxococcota,3872.2,41.49619388921848
Soil9.scaffold_175774837_c1_4,verrucomicrobiota,3921.0,41.82638499192526
Soil9.scaffold_209032411_c1_3,Actinomycetota,4784.6,55.130046323668964
Soil9.scaffold_209032411_c1_3,Bacillota,4433.0,48.37320018946108
Soil9.scaffold_209032411_c1_3,Bacteroidota,4017.2,40.57929360987975
Soil9.scaffold_209032411_c1_3,Pseudomonadota,4242.0,44.135643682329246
Soil9.scaffold_209032411_c1_3,acidobacteriota,3947.0,41.40638280734941
Soil9.scaffold_209032411_c1_3,chloroflexota,4114.0,42.65409297481985
Soil9.scaffold_209032411_c1_3,gemmatimonadota,4062.4,41.758860620579
Soil9.scaffold_209032411_c1_3,myxococcota,3986.8,41.918298908015316
Soil9.scaffold_209032411_c1_3,verrucomicrobiota,4018.6,41.747851279375745
Soil9.scaffold_711597457_c1_4,Actinomycetota,3981.8,41.60743086830607
Soil9.scaffold_711597457_c1_4,Bacillota,4028.2,41.64550954895749
Soil9.scaffold_711597457_c1_4,Bacteroidota,4133.2,43.2194415095735
Soil9.scaffold_711597457_c1_4,Pseudomonadota,4038.6,41.03031944824944
Soil9.scaffold_711597457_c1_4,acidobacteriota,4200.2,46.564104406443946
Soil9.scaffold_711597457_c1_4,chloroflexota,4348.0,47.73456968733532
Soil9.scaffold_711597457_c1_4,gemmatimonadota,4215.8,44.871573557947
Soil9.scaffold_711597457_c1_4,myxococcota,4112.2,44.466651956555026
Soil9.scaffold_711597457_c1_4,verrucomicrobiota,4183.8,45.19859112406684
Soil9.scaffold_766455321_c1_2,Actinomycetota,4692.4,53.45832936358156
Soil9.scaffold_766455321_c1_2,Bacillota,4340.6,46.833771285451334
Soil9.scaffold_766455321_c1_2,Bacteroidota,3977.6,39.83699971846567
Soil9.scaffold_766455321_c1_2,Pseudomonadota,4210.2,43.37855681184622
Soil9.scaffold_766455321_c1_2,acidobacteriota,3894.8,40.91060140403577
Soil9.scaffold_766455321_c1_2,chloroflexota,4056.8,41.9242120057879
Soil9.scaffold_766455321_c1_2,gemmatimonadota,4039.8,41.514017003541
Soil9.scaffold_766455321_c1_2,myxococcota,3958.0,41.69827420751352
Soil9.scaffold_766455321_c1_2,verrucomicrobiota,3999.8,41.86816303577016
Soil9.scaffold_816779774_c1_14,Actinomycetota,4279.2,45.87905972428173
Soil9.scaffold_816779774_c1_14,Bacillota,4807.8,55.320940099119525
Soil9.scaffold_816779774_c1_14,Bacteroidota,4084.4,42.22581830733186
Soil9.scaffold_816779774_c1_14,Pseudomonadota,4249.6,44.165281621269216
Soil9.scaffold_816779774_c1_14,acidobacteriota,3925.8,40.92318640786139
Soil9.scaffold_816779774_c1_14,chloroflexota,4084.0,42.10590317179076
Soil9.scaffold_816779774_c1_14,gemmatimonadota,4014.4,41.09684400634252
Soil9.scaffold_816779774_c1_14,myxococcota,3963.8,41.21145988705365
Soil9.scaffold_816779774_c1_14,verrucomicrobiota,3970.6,40.652466627633046
Soil9.scaffold_98038919_c1_19,Actinomycetota,4702.6,54.031691823875725
Soil9.scaffold_98038919_c1_19,Bacillota,4313.4,46.449456088434076
Soil9.scaffold_98038919_c1_19,Bacteroidota,3990.8,40.561548933127135
Soil9.scaffold_98038919_c1_19,Pseudomonadota,4201.2,43.42458773873463
Soil9.scaffold_98038919_c1_19,acidobacteriota,3884.2,40.87646166351817
Soil9.scaffold_98038919_c1_19,chloroflexota,4039.4,41.85079683791952
Soil9.scaffold_98038919_c1_19,gemmatimonadota,4034.8,41.60685324379508
Soil9.scaffold_98038919_c1_19,myxococcota,3944.6,41.61421163035667
Soil9.scaffold_98038919_c1_19,verrucomicrobiota,3974.4,41.54328321977798
T0.scaffold_172278247_c1_4,Actinomycetota,4176.8,43.229698724667955
T0.scaffold_172278247_c1_4,Bacillota,4333.6,45.275444736934865
T0.scaffold_172278247_c1_4,Bacteroidota,4364.2,46.10435361022071
T0.scaffold_172278247_c1_4,Pseudomonadota,5256.8,61.877059010809376
T0.scaffold_172278247_c1_4,acidobacteriota,3941.0,40.39757858094328
T0.scaffold_172278247_c1_4,chloroflexota,4078.6,41.16878574594206
T0.scaffold_172278247_c1_4,gemmatimonadota,4037.0,40.452344326909156
T0.scaffold_172278247_c1_4,myxococcota,4205.4,44.68091596953432
T0.scaffold_172278247_c1_4,verrucomicrobiota,4088.2,41.80100369480966
T0.scaffold_273218771_c1_2,Actinomycetota,4717.4,53.43120754023939
T0.scaffold_273218771_c1_2,Bacillota,4360.2,46.668403329383125
T0.scaffold_273218771_c1_2,Bacteroidota,3986.0,39.87661828577503
T0.scaffold_273218771_c1_2,Pseudomonadota,4208.0,42.9509284682064
T0.scaffold_273218771_c1_2,acidobacteriota,3908.0,40.7658461287705
T0.scaffold_273218771_c1_2,chloroflexota,4103.8,42.44289862834986
T0.scaffold_273218771_c1_2,gemmatimonadota,4048.6,41.42362186211907
T0.scaffold_273218771_c1_2,myxococcota,3967.0,41.506863336089175
T0.scaffold_273218771_c1_2,verrucomicrobiota,4000.4,41.48166097598904
T0.scaffold_786865677_c1_2,Actinomycetota,4202.0,43.790577176196166
T0.scaffold_786865677_c1_2,Bacillota,4299.6,44.79956225583306
T0.scaffold_786865677_c1_2,Bacteroidota,4362.6,46.28047481314445
T0.scaffold_786865677_c1_2,Pseudomonadota,5208.8,61.22948556893616
T0.scaffold_786865677_c1_2,acidobacteriota,3946.2,40.75923015598958
T0.scaffold_786865677_c1_2,chloroflexota,4106.2,41.947739823107725
T0.scaffold_786865677_c1_2,gemmatimonadota,4058.8,41.20699592851629
T0.scaffold_786865677_c1_2,myxococcota,4154.0,44.19201046238213
T0.scaffold_786865677_c1_2,verrucomicrobiota,4083.6,42.24044149828107
T0.scaffold_961428012_c1_71,Actinomycetota,4005.8,41.76536547493049
T0.scaffold_961428012_c1_71,Bacillota,4051.2,42.092902458172965
T0.scaffold_961428012_c1_71,Bacteroidota,4170.6,43.87135393958546
T0.scaffold_961428012_c1_71,Pseudomonadota,4071.4,41.58219445674098
T0.scaffold_961428012_c1_71,acidobacteriota,4222.0,46.62392037835779
T0.scaffold_961428012_c1_71,chloroflexota,4344.2,47.69717003321513
T0.scaffold_961428012_c1_71,gemmatimonadota,4264.6,45.53144439072147
T0.scaffold_961428012_c1_71,myxococcota,4157.6,45.15936421134198
T0.scaffold_961428012_c1_71,verrucomicrobiota,4229.2,45.90360824747706
