query_id,phylum,representative_id,representative_index,alignment_score,alignment_length,identities,identity_percent
Soil15.scaffold_175810641_c1_3,acidobacteriota,A0A1F2SV26|unreviewed|4Fe-4S,5,3313.0,1473,550,37.3387644263408
Soil15.scaffold_175810641_c1_3,chloroflexota,A0A2N2MAT5|unreviewed|nitrate,1,4106.0,1587,677,42.6591052299937
Soil15.scaffold_175810641_c1_3,chloroflexota,A0A949W021|unreviewed|nitrate,2,4143.0,1589,682,42.92007551919446
Soil15.scaffold_175810641_c1_3,chloroflexota,A0A1F8L172|unreviewed|nitrate,3,4088.0,1560,665,42.628205128205124
Soil15.scaffold_175810641_c1_3,chloroflexota,A0A8J6NLS7|unreviewed|nitrate,4,4176.0,1554,683,43.95109395109395
Soil15.scaffold_175810641_c1_3,chloroflexota,A0A2M8CTB5|unreviewed|nitrate,5,4147.0,1557,683,43.86640976236352
Soil15.scaffold_175810641_c1_3,verrucomicrobiota,A0A849XW34|unreviewed|nitrate,1,4070.0,1580,662,41.89873417721519
Soil15.scaffold_175810641_c1_3,verrucomicrobiota,A0A933UFK4|unreviewed|nitrate,2,3992.0,1598,650,40.67584480600751
Soil15.scaffold_175810641_c1_3,verrucomicrobiota,A0A934F0J8|unreviewed|nitrate,3,4084.0,1579,668,42.30525649145028
Soil15.scaffold_175810641_c1_3,verrucomicrobiota,A0A832HWY0|unreviewed|Nitrate,4,3692.0,1570,597,38.025477707006374
Soil15.scaffold_175810641_c1_3,verrucomicrobiota,A0A7C4LZE2|unreviewed|nitrate,5,3996.0,1587,655,41.27284183994959
Soil15.scaffold_175810641_c1_3,gemmatimonadota,A0A2D5ZQA8|unreviewed|nitrate,1,4063.0,1585,662,41.76656151419558
Soil15.scaffold_175810641_c1_3,gemmatimonadota,A0A524IW10|unreviewed|nitrate,2,4123.0,1570,681,43.37579617834395
Soil15.scaffold_175810641_c1_3,gemmatimonadota,A0A933BW52|unreviewed|nitrate,3,3929.0,1640,642,39.146341463414636
Soil15.scaffold_175810641_c1_3,gemmatimonadota,A0A945GIP3|unreviewed|nitrate,4,4090.0,1581,671,42.44149272612271
Soil15.scaffold_175810641_c1_3,gemmatimonadota,A0A9D7CFV4|unreviewed|nitrate,5,4006.0,1591,659,41.42049025769956
Soil15.scaffold_175810641_c1_3,myxococcota,Q2IJW3|unreviewed|nitrate,1,4080.0,1577,677,42.92961318960051
Soil15.scaffold_175810641_c1_3,myxococcota,B4ULS9|unreviewed|nitrate,2,4083.0,1575,676,42.92063492063492
Soil15.scaffold_175810641_c1_3,myxococcota,A0A928XR34|unreviewed|nitrate,3,4035.0,1586,665,41.92938209331652
Soil15.scaffold_175810641_c1_3,myxococcota,A7HGD0|unreviewed|nitrate,4,3880.0,1603,636,39.6756082345602
Soil15.scaffold_175810641_c1_3,myxococcota,A0A947HI39|unreviewed|nitrate,5,4066.0,1589,661,41.59848961611076
Soil15.scaffold_16321085_c1_6,Bacteroidota,A0A399D723|unreviewed|nitrate,1,3980.0,1619,648,40.02470660901791
Soil15.scaffold_16321085_c1_6,Bacteroidota,A0A9D9VY91|unreviewed|nitrate,2,3913.0,1633,635,38.88548683404777
Soil15.scaffold_16321085_c1_6,Bacteroidota,A0A1G6KWR1|unreviewed|nitrate,3,4906.0,1487,834,56.08607935440484
Soil15.scaffold_16321085_c1_6,Bacteroidota,A0A1F3NZE7|unreviewed|nitrate,4,3987.0,1618,649,40.11124845488257
Soil15.scaffold_16321085_c1_6,Bacteroidota,A0A434AV88|unreviewed|nitrate,5,4905.0,1487,830,55.81708137188971
Soil15.scaffold_16321085_c1_6,Pseudomonadota,A0A149V6R9|unreviewed|4Fe-4S,1,4713.0,1531,789,51.534944480731546
Soil15.scaffold_16321085_c1_6,Pseudomonadota,A0A4Q7N714|unreviewed|nitrate,2,5279.0,1444,900,62.32686980609419
Soil15.scaffold_16321085_c1_6,Pseudomonadota,A0A0N9VQU4|unreviewed|nitrate,3,5103.0,1461,871,59.61670088980151
Soil15.scaffold_16321085_c1_6,Pseudomonadota,A0A5B0BNB7|unreviewed|nitrate,4,5062.0,1500,867,57.8
Soil15.scaffold_16321085_c1_6,Pseudomonadota,A0A7Z0I064|unreviewed|nitrate,5,5252.0,1464,908,62.02185792349727
Soil15.scaffold_16321085_c1_6,Bacillota,A0A1I1VAQ5|unreviewed|nitrate,1,4248.0,1601,698,43.597751405371646
Soil15.scaffold_16321085_c1_6,Bacillota,A0A5J5HPE3|unreviewed|nitrate,2,4227.0,1600,696,43.5
Soil15.scaffold_16321085_c1_6,Bacillota,A0A941E077|unreviewed|nitrate,3,4301.0,1582,710,44.879898862199745
Soil15.scaffold_16321085_c1_6,Bacillota,A0A2T5G6I1|unreviewed|nitrate,4,4379.0,1579,731,46.29512349588347
Soil15.scaffold_16321085_c1_6,Bacillota,A0A0R1H9J7|unreviewed|nitrate,5,4210.0,1614,693,42.93680297397769
Soil15.scaffold_16321085_c1_6,Actinomycetota,Q1AWQ7|unreviewed|Nitrate,1,4383.0,1559,723,46.3758819756254
Soil15.scaffold_16321085_c1_6,Actinomycetota,A0A511D6I2|unreviewed|Nitrate,2,4254.0,1617,711,43.970315398886825
Soil15.scaffold_16321085_c1_6,Actinomycetota,A0A7K0W3P6|unreviewed|Nitrate,3,4169.0,1597,697,43.64433312460864
Soil15.scaffold_16321085_c1_6,Actinomycetota,U1QE67|unreviewed|nitrate,4,4068.0,1658,676,40.77201447527141
Soil15.scaffold_16321085_c1_6,Actinomycetota,A0A8J3NMA7|unreviewed|nitrate,5,4154.0,1626,681,41.88191881918819
Soil15.scaffold_16321085_c1_6,acidobacteriota,A0A936F3S9|unreviewed|nitrate,1,4024.0,1618,654,40.42027194066749
Soil15.scaffold_16321085_c1_6,acidobacteriota,A0A953EJI2|unreviewed|nitrate,2,4096.0,1622,678,41.800246609124535
Soil15.scaffold_16321085_c1_6,acidobacteriota,A0A1F2RVC6|unreviewed|nitrate,3,4078.0,1626,668,41.08241082410824
Soil15.scaffold_16321085_c1_6,acidobacteriota,A0A9D7SI32|unreviewed|nitrate,4,4017.0,1619,652,40.27177269919704
Soil15.scaffold_16321085_c1_6,acidobacteriota,A0A1F2SV26|unreviewed|4Fe-4S,5,3266.0,1504,539,35.83776595744681
Soil15.scaffold_16321085_c1_6,chloroflexota,A0A2N2MAT5|unreviewed|nitrate,1,4108.0,1608,678,42.16417910447761
Soil15.scaffold_16321085_c1_6,chloroflexota,A0A949W021|unreviewed|nitrate,2,4016.0,1644,655,39.84184914841849
Soil15.scaffold_16321085_c1_6,chloroflexota,A0A1F8L172|unreviewed|nitrate,3,3978.0,1622,654,40.32059186189889
Soil15.scaffold_16321085_c1_6,chloroflexota,A0A8J6NLS7|unreviewed|nitrate,4,3997.0,1605,651,40.560747663551396
Soil15.scaffold_16321085_c1_6,chloroflexota,A0A2M8CTB5|unreviewed|nitrate,5,4035.0,1599,662,41.40087554721701
Soil15.scaffold_16321085_c1_6,verrucomicrobiota,A0A849XW34|unreviewed|nitrate,1,4116.0,1606,671,41.78082191780822
Soil15.scaffold_16321085_c1_6,verrucomicrobiota,A0A933UFK4|unreviewed|nitrate,2,4068.0,1611,664,41.216635630043456
Soil15.scaffold_16321085_c1_6,verrucomicrobiota,A0A934F0J8|unreviewed|nitrate,3,4099.0,1602,675,42.13483146067416
Soil15.scaffold_16321085_c1_6,verrucomicrobiota,A0A832HWY0|unreviewed|Nitrate,4,3741.0,1588,614,38.66498740554156
Soil15.scaffold_16321085_c1_6,verrucomicrobiota,A0A7C4LZE2|unreviewed|nitrate,5,4119.0,1600,678,42.375
Soil15.scaffold_16321085_c1_6,gemmatimonadota,A0A2D5ZQA8|unreviewed|nitrate,1,4067.0,1617,661,40.878169449598026
Soil15.scaffold_16321085_c1_6,gemmatimonadota,A0A524IW10|unreviewed|nitrate,2,4063.0,1621,682,42.07279457125232
Soil15.scaffold_16321085_c1_6,gemmatimonadota,A0A933BW52|unreviewed|nitrate,3,3990.0,1659,655,39.48161543098252
Soil15.scaffold_16321085_c1_6,gemmatimonadota,A0A945GIP3|unreviewed|nitrate,4,4059.0,1622,663,40.87546239210851
Soil15.scaffold_16321085_c1_6,gemmatimonadota,A0A9D7CFV4|unreviewed|nitrate,5,3978.0,1621,647,39.913633559531156
Soil15.scaffold_16321085_c1_6,myxococcota,Q2IJW3|unreviewed|nitrate,1,4064.0,1608,669,41.6044776119403
Soil15.scaffold_16321085_c1_6,myxococcota,B4ULS9|unreviewed|nitrate,2,4074.0,1606,669,41.656288916562886
Soil15.scaffold_16321085_c1_6,myxococcota,A0A928XR34|unreviewed|nitrate,3,3952.0,1628,639,39.250614250614255
Soil15.scaffold_16321085_c1_6,myxococcota,A7HGD0|unreviewed|nitrate,4,3884.0,1642,645,39.281364190012184
Soil15.scaffold_16321085_c1_6,myxococcota,A0A947HI39|unreviewed|nitrate,5,4127.0,1604,673,41.957605985037404
Soil15.scaffold_1255266399_c1_142,Bacteroidota,A0A399D723|unreviewed|nitrate,1,4007.0,1600,651,40.6875
Soil15.scaffold_1255266399_c1_142,Bacteroidota,A0A9D9VY91|unreviewed|nitrate,2,4042.0,1589,652,41.032095657646316
Soil15.scaffold_1255266399_c1_142,Bacteroidota,A0A1G6KWR1|unreviewed|nitrate,3,4277.0,1593,707,44.38166980539862
Soil15.scaffold_1255266399_c1_142,Bacteroidota,A0A1F3NZE7|unreviewed|nitrate,4,4086.0,1587,668,42.09199747952111
Soil15.scaffold_1255266399_c1_142,Bacteroidota,A0A434AV88|unreviewed|nitrate,5,4254.0,1588,705,44.395465994962215
Soil15.scaffold_1255266399_c1_142,Pseudomonadota,A0A149V6R9|unreviewed|4Fe-4S,1,4152.0,1613,680,42.1574705517669
Soil15.scaffold_1255266399_c1_142,Pseudomonadota,A0A4Q7N714|unreviewed|nitrate,2,4287.0,1593,704,44.19334588826114
Soil15.scaffold_1255266399_c1_142,Pseudomonadota,A0A0N9VQU4|unreviewed|nitrate,3,4209.0,1590,692,43.522012578616355
Soil15.scaffold_1255266399_c1_142,Pseudomonadota,A0A5B0BNB7|unreviewed|nitrate,4,4279.0,1608,713,44.340796019900495
Soil15.scaffold_1255266399_c1_142,Pseudomonadota,A0A7Z0I064|unreviewed|nitrate,5,4252.0,1600,701,43.8125
Soil15.scaffold_1255266399_c1_142,Bacillota,A0A1I1VAQ5|unreviewed|nitrate,1,5428.0,1388,942,67.86743515850145
Soil15.scaffold_1255266399_c1_142,Bacillota,A0A5J5HPE3|unreviewed|nitrate,2,4533.0,1524,750,49.21259842519685
Soil15.scaffold_1255266399_c1_142,Bacillota,A0A941E077|unreviewed|nitrate,3,4403.0,1542,732,47.47081712062256
Soil15.scaffold_1255266399_c1_142,Bacillota,A0A2T5G6I1|unreviewed|nitrate,4,4592.0,1520,765,50.32894736842105
Soil15.scaffold_1255266399_c1_142,Bacillota,A0A0R1H9J7|unreviewed|nitrate,5,4406.0,1550,730,47.096774193548384
Soil15.scaffold_1255266399_c1_142,Actinomycetota,Q1AWQ7|unreviewed|Nitrate,1,4484.0,1520,743,48.88157894736842
Soil15.scaffold_1255266399_c1_142,Actinomycetota,A0A511D6I2|unreviewed|Nitrate,2,4304.0,1590,720,45.28301886792453
Soil15.scaffold_1255266399_c1_142,Actinomycetota,A0A7K0W3P6|unreviewed|Nitrate,3,4331.0,1553,724,46.619446233097236
Soil15.scaffold_1255266399_c1_142,Actinomycetota,U1QE67|unreviewed|nitrate,4,4135.0,1617,676,41.805813234384665
Soil15.scaffold_1255266399_c1_142,Actinomycetota,A0A8J3NMA7|unreviewed|nitrate,5,4207.0,1602,690,43.07116104868914
Soil15.scaffold_1255266399_c1_142,acidobacteriota,A0A936F3S9|unreviewed|nitrate,1,4064.0,1595,660,41.37931034482759
Soil15.scaffold_1255266399_c1_142,acidobacteriota,A0A953EJI2|unreviewed|nitrate,2,4080.0,1585,664,41.89274447949527
Soil15.scaffold_1255266399_c1_142,acidobacteriota,A0A1F2RVC6|unreviewed|nitrate,3,4094.0,1596,671,42.042606516290725
Soil15.scaffold_1255266399_c1_142,acidobacteriota,A0A9D7SI32|unreviewed|nitrate,4,4064.0,1595,659,41.3166144200627
Soil15.scaffold_1255266399_c1_142,acidobacteriota,A0A1F2SV26|unreviewed|4Fe-4S,5,3320.0,1473,550,37.3387644263408
Soil15.scaffold_1255266399_c1_142,chloroflexota,A0A2N2MAT5|unreviewed|nitrate,1,4075.0,1585,660,41.6403785488959
Soil15.scaffold_1255266399_c1_142,chloroflexota,A0A949W021|unreviewed|nitrate,2,4040.0,1605,646,40.24922118380062
Soil15.scaffold_1255266399_c1_142,chloroflexota,A0A1F8L172|unreviewed|nitrate,3,4072.0,1569,652,41.55513065646909
Soil15.scaffold_1255266399_c1_142,chloroflexota,A0A8J6NLS7|unreviewed|nitrate,4,4082.0,1576,657,41.68781725888325
Soil15.scaffold_1255266399_c1_142,chloroflexota,A0A2M8CTB5|unreviewed|nitrate,5,4077.0,1582,664,41.97218710493047
Soil15.scaffold_1255266399_c1_142,verrucomicrobiota,A0A849XW34|unreviewed|nitrate,1,3954.0,1615,637,39.44272445820434
Soil15.scaffold_1255266399_c1_142,verrucomicrobiota,A0A933UFK4|unreviewed|nitrate,2,3938.0,1609,642,39.9005593536358
Soil15.scaffold_1255266399_c1_142,verrucomicrobiota,A0A934F0J8|unreviewed|nitrate,3,3933.0,1604,635,39.58852867830424
Soil15.scaffold_1255266399_c1_142,verrucomicrobiota,A0A832HWY0|unreviewed|Nitrate,4,3571.0,1587,568,35.79080025204789
Soil15.scaffold_1255266399_c1_142,verrucomicrobiota,A0A7C4LZE2|unreviewed|nitrate,5,3904.0,1608,637,39.614427860696516
Soil15.scaffold_1255266399_c1_142,gemmatimonadota,A0A2D5ZQA8|unreviewed|nitrate,1,4071.0,1594,661,41.46800501882058
Soil15.scaffold_1255266399_c1_142,gemmatimonadota,A0A524IW10|unreviewed|nitrate,2,4074.0,1578,667,42.26869455006337
Soil15.scaffold_1255266399_c1_142,gemmatimonadota,A0A933BW52|unreviewed|nitrate,3,3974.0,1630,635,38.95705521472393
Soil15.scaffold_1255266399_c1_142,gemmatimonadota,A0A945GIP3|unreviewed|nitrate,4,4090.0,1589,667,41.97608558842039
Soil15.scaffold_1255266399_c1_142,gemmatimonadota,A0A9D7CFV4|unreviewed|nitrate,5,4005.0,1586,646,40.73139974779319
Soil15.scaffold_1255266399_c1_142,myxococcota,Q2IJW3|unreviewed|nitrate,1,3959.0,1602,640,39.95006242197253
Soil15.scaffold_1255266399_c1_142,myxococcota,B4ULS9|unreviewed|nitrate,2,3960.0,1600,639,39.9375
Soil15.scaffold_1255266399_c1_142,myxococcota,A0A928XR34|unreviewed|nitrate,3,4024.0,1577,644,40.83703233988586
Soil15.scaffold_1255266399_c1_142,myxococcota,A7HGD0|unreviewed|nitrate,4,3857.0,1615,625,38.69969040247678
Soil15.scaffold_1255266399_c1_142,myxococcota,A0A947HI39|unreviewed|nitrate,5,3933.0,1619,638,39.40704138357011
Soil16.scaffold_436666653_c1_2,Bacteroidota,A0A399D723|unreviewed|nitrate,1,3802.0,1627,610,37.49231714812538
Soil16.scaffold_436666653_c1_2,Bacteroidota,A0A9D9VY91|unreviewed|nitrate,2,3719.0,1639,592,36.1195851128737
Soil16.scaffold_436666653_c1_2,Bacteroidota,A0A1G6KWR1|unreviewed|nitrate,3,4012.0,1625,662,40.73846153846154
Soil16.scaffold_436666653_c1_2,Bacteroidota,A0A1F3NZE7|unreviewed|nitrate,4,3855.0,1622,626,38.59432799013563
Soil16.scaffold_436666653_c1_2,Bacteroidota,A0A434AV88|unreviewed|nitrate,5,3978.0,1622,643,39.64241676942047
Soil16.scaffold_436666653_c1_2,Pseudomonadota,A0A149V6R9|unreviewed|4Fe-4S,1,4075.0,1639,679,41.427699816961564
Soil16.scaffold_436666653_c1_2,Pseudomonadota,A0A4Q7N714|unreviewed|nitrate,2,4070.0,1632,678,41.544117647058826
Soil16.scaffold_436666653_c1_2,Pseudomonadota,A0A0N9VQU4|unreviewed|nitrate,3,4026.0,1615,658,40.743034055727556
Soil16.scaffold_436666653_c1_2,Pseudomonadota,A0A5B0BNB7|unreviewed|nitrate,4,4010.0,1643,665,40.47474132684115
Soil16.scaffold_436666653_c1_2,Pseudomonadota,A0A7Z0I064|unreviewed|nitrate,5,4098.0,1631,685,41.99877375843041
Soil16.scaffold_436666653_c1_2,Bacillota,A0A1I1VAQ5|unreviewed|nitrate,1,4168.0,1597,692,43.33124608641202
Soil16.scaffold_436666653_c1_2,Bacillota,A0A5J5HPE3|unreviewed|nitrate,2,4164.0,1585,698,44.03785488958991
Soil16.scaffold_436666653_c1_2,Bacillota,A0A941E077|unreviewed|nitrate,3,4103.0,1584,668,42.17171717171717
Soil16.scaffold_436666653_c1_2,Bacillota,A0A2T5G6I1|unreviewed|nitrate,4,4411.0,1558,746,47.881899871630296
Soil16.scaffold_436666653_c1_2,Bacillota,A0A0R1H9J7|unreviewed|nitrate,5,4059.0,1602,665,41.51061173533084
Soil16.scaffold_436666653_c1_2,Actinomycetota,Q1AWQ7|unreviewed|Nitrate,1,4714.0,1496,810,54.14438502673797
Soil16.scaffold_436666653_c1_2,Actinomycetota,A0A511D6I2|unreviewed|Nitrate,2,5038.0,1495,879,58.795986622073585
Soil16.scaffold_436666653_c1_2,Actinomycetota,A0A7K0W3P6|unreviewed|Nitrate,3,4868.0,1474,839,56.91994572591588
Soil16.scaffold_436666653_c1_2,Actinomycetota,U1QE67|unreviewed|nitrate,4,4462.0,1577,751,47.622067216233354
Soil16.scaffold_436666653_c1_2,Actinomycetota,A0A8J3NMA7|unreviewed|nitrate,5,4769.0,1505,817,54.285714285714285
Soil16.scaffold_436666653_c1_2,acidobacteriota,A0A936F3S9|unreviewed|nitrate,1,3886.0,1621,634,39.1116594694633
Soil16.scaffold_436666653_c1_2,acidobacteriota,A0A953EJI2|unreviewed|nitrate,2,3863.0,1625,626,38.52307692307692
Soil16.scaffold_436666653_c1_2,acidobacteriota,A0A1F2RVC6|unreviewed|nitrate,3,3912.0,1622,638,39.33415536374846
Soil16.scaffold_436666653_c1_2,acidobacteriota,A0A9D7SI32|unreviewed|nitrate,4,3877.0,1623,633,39.00184842883549
Soil16.scaffold_436666653_c1_2,acidobacteriota,A0A1F2SV26|unreviewed|4Fe-4S,5,3152.0,1502,517,34.42077230359521
Soil16.scaffold_436666653_c1_2,chloroflexota,A0A2N2MAT5|unreviewed|nitrate,1,3946.0,1617,650,40.19789734075449
Soil16.scaffold_436666653_c1_2,chloroflexota,A0A949W021|unreviewed|nitrate,2,3978.0,1613,645,39.98760074395536
Soil16.scaffold_436666653_c1_2,chloroflexota,A0A1F8L172|unreviewed|nitrate,3,3908.0,1598,640,40.05006257822278
Soil16.scaffold_436666653_c1_2,chloroflexota,A0A8J6NLS7|unreviewed|nitrate,4,3964.0,1597,649,40.6386975579211
Soil16.scaffold_436666653_c1_2,chloroflexota,A0A2M8CTB5|unreviewed|nitrate,5,3955.0,1595,650,40.75235109717868
Soil16.scaffold_436666653_c1_2,verrucomicrobiota,A0A849XW34|unreviewed|nitrate,1,3932.0,1613,650,40.297582145071296
Soil16.scaffold_436666653_c1_2,verrucomicrobiota,A0A933UFK4|unreviewed|nitrate,2,3908.0,1623,645,39.74121996303142
Soil16.scaffold_436666653_c1_2,verrucomicrobiota,A0A934F0J8|unreviewed|nitrate,3,3926.0,1616,645,39.913366336633665
Soil16.scaffold_436666653_c1_2,verrucomicrobiota,A0A832HWY0|unreviewed|Nitrate,4,3602.0,1592,593,37.24874371859296
Soil16.scaffold_436666653_c1_2,verrucomicrobiota,A0A7C4LZE2|unreviewed|nitrate,5,3901.0,1617,647,40.012368583797155
Soil16.scaffold_436666653_c1_2,gemmatimonadota,A0A2D5ZQA8|unreviewed|nitrate,1,3884.0,1630,636,39.018404907975466
Soil16.scaffold_436666653_c1_2,gemmatimonadota,A0A524IW10|unreviewed|nitrate,2,3961.0,1608,659,40.982587064676615
Soil16.scaffold_436666653_c1_2,gemmatimonadota,A0A933BW52|unreviewed|nitrate,3,3889.0,1670,648,38.80239520958084
Soil16.scaffold_436666653_c1_2,gemmatimonadota,A0A945GIP3|unreviewed|nitrate,4,3906.0,1620,633,39.07407407407407
Soil16.scaffold_436666653_c1_2,gemmatimonadota,A0A9D7CFV4|unreviewed|nitrate,5,3845.0,1620,623,38.45679012345679
Soil16.scaffold_436666653_c1_2,myxococcota,Q2IJW3|unreviewed|nitrate,1,4003.0,1618,685,42.336217552533995
Soil16.scaffold_436666653_c1_2,myxococcota,B4ULS9|unreviewed|nitrate,2,4013.0,1614,685,42.441140024783145
Soil16.scaffold_436666653_c1_2,myxococcota,A0A928XR34|unreviewed|nitrate,3,3821.0,1633,614,37.599510104102876
Soil16.scaffold_436666653_c1_2,myxococcota,A7HGD0|unreviewed|nitrate,4,3985.0,1604,684,42.643391521197
Soil16.scaffold_436666653_c1_2,myxococcota,A0A947HI39|unreviewed|nitrate,5,3895.0,1628,640,39.31203931203931
Soil16.scaffold_804923086_c1_3,Bacteroidota,A0A399D723|unreviewed|nitrate,1,3932.0,1637,641,39.15699450213806
Soil16.scaffold_804923086_c1_3,Bacteroidota,A0A9D9VY91|unreviewed|nitrate,2,3958.0,1630,643,39.4478527607362
Soil16.scaffold_804923086_c1_3,Bacteroidota,A0A1G6KWR1|unreviewed|nitrate,3,4844.0,1523,822,53.97242284963887
Soil16.scaffold_804923086_c1_3,Bacteroidota,A0A1F3NZE7|unreviewed|nitrate,4,4039.0,1629,662,40.638428483732355
Soil16.scaffold_804923086_c1_3,Bacteroidota,A0A434AV88|unreviewed|nitrate,5,4817.0,1512,811,53.63756613756614
Soil16.scaffold_804923086_c1_3,Pseudomonadota,A0A149V6R9|unreviewed|4Fe-4S,1,4672.0,1542,776,50.3242542153048
Soil16.scaffold_804923086_c1_3,Pseudomonadota,A0A4Q7N714|unreviewed|nitrate,2,5198.0,1472,886,60.190217391304344
Soil16.scaffold_804923086_c1_3,Pseudomonadota,A0A0N9VQU4|unreviewed|nitrate,3,5088.0,1469,874,59.496255956432954
Soil16.scaffold_804923086_c1_3,Pseudomonadota,A0A5B0BNB7|unreviewed|nitrate,4,5241.0,1474,900,61.05834464043419
Soil16.scaffold_804923086_c1_3,Pseudomonadota,A0A7Z0I064|unreviewed|nitrate,5,5207.0,1465,899,61.365187713310576
Soil16.scaffold_804923086_c1_3,Bacillota,A0A1I1VAQ5|unreviewed|nitrate,1,4248.0,1609,699,43.443132380360474
Soil16.scaffold_804923086_c1_3,Bacillota,A0A5J5HPE3|unreviewed|nitrate,2,4294.0,1598,706,44.180225281602006
Soil16.scaffold_804923086_c1_3,Bacillota,A0A941E077|unreviewed|nitrate,3,4288.0,1588,705,44.395465994962215
Soil16.scaffold_804923086_c1_3,Bacillota,A0A2T5G6I1|unreviewed|nitrate,4,4440.0,1582,743,46.96586599241466
Soil16.scaffold_804923086_c1_3,Bacillota,A0A0R1H9J7|unreviewed|nitrate,5,4312.0,1603,711,44.35433562071117
Soil16.scaffold_804923086_c1_3,Actinomycetota,Q1AWQ7|unreviewed|Nitrate,1,4366.0,1569,718,45.76163161249203
Soil16.scaffold_804923086_c1_3,Actinomycetota,A0A511D6I2|unreviewed|Nitrate,2,4242.0,1623,705,43.438077634011094
Soil16.scaffold_804923086_c1_3,Actinomycetota,A0A7K0W3P6|unreviewed|Nitrate,3,4199.0,1603,696,43.41859014348097
Soil16.scaffold_804923086_c1_3,Actinomycetota,U1QE67|unreviewed|nitrate,4,4089.0,1660,669,40.30120481927711
Soil16.scaffold_804923086_c1_3,Actinomycetota,A0A8J3NMA7|unreviewed|nitrate,5,4157.0,1631,680,41.69221336603311
Soil16.scaffold_804923086_c1_3,acidobacteriota,A0A936F3S9|unreviewed|nitrate,1,4071.0,1619,662,40.889437924644845
Soil16.scaffold_804923086_c1_3,acidobacteriota,A0A953EJI2|unreviewed|nitrate,2,4097.0,1624,680,41.87192118226601
Soil16.scaffold_804923086_c1_3,acidobacteriota,A0A1F2RVC6|unreviewed|nitrate,3,4083.0,1634,664,40.63647490820074
Soil16.scaffold_804923086_c1_3,acidobacteriota,A0A9D7SI32|unreviewed|nitrate,4,4074.0,1623,665,40.97350585335798
Soil16.scaffold_804923086_c1_3,acidobacteriota,A0A1F2SV26|unreviewed|4Fe-4S,5,3309.0,1513,547,36.15333773959022
Soil16.scaffold_804923086_c1_3,chloroflexota,A0A2N2MAT5|unreviewed|nitrate,1,4104.0,1621,675,41.64096236890808
Soil16.scaffold_804923086_c1_3,chloroflexota,A0A949W021|unreviewed|nitrate,2,4107.0,1637,678,41.417226634086745
Soil16.scaffold_804923086_c1_3,chloroflexota,A0A1F8L172|unreviewed|nitrate,3,4083.0,1612,673,41.74937965260546
Soil16.scaffold_804923086_c1_3,chloroflexota,A0A8J6NLS7|unreviewed|nitrate,4,4101.0,1608,675,41.97761194029851
Soil16.scaffold_804923086_c1_3,chloroflexota,A0A2M8CTB5|unreviewed|nitrate,5,4103.0,1606,680,42.34122042341221
Soil16.scaffold_804923086_c1_3,verrucomicrobiota,A0A849XW34|unreviewed|nitrate,1,4159.0,1615,675,41.795665634674926
Soil16.scaffold_804923086_c1_3,verrucomicrobiota,A0A933UFK4|unreviewed|nitrate,2,4161.0,1611,684,42.45810055865922
Soil16.scaffold_804923086_c1_3,verrucomicrobiota,A0A934F0J8|unreviewed|nitrate,3,4185.0,1607,693,43.12383322962041
Soil16.scaffold_804923086_c1_3,verrucomicrobiota,A0A832HWY0|unreviewed|Nitrate,4,3787.0,1586,619,39.02900378310215
Soil16.scaffold_804923086_c1_3,verrucomicrobiota,A0A7C4LZE2|unreviewed|nitrate,5,4184.0,1605,693,43.177570093457945
Soil16.scaffold_804923086_c1_3,gemmatimonadota,A0A2D5ZQA8|unreviewed|nitrate,1,4064.0,1636,662,40.46454767726161
Soil16.scaffold_804923086_c1_3,gemmatimonadota,A0A524IW10|unreviewed|nitrate,2,4138.0,1620,691,42.65432098765432
Soil16.scaffold_804923086_c1_3,gemmatimonadota,A0A933BW52|unreviewed|nitrate,3,3976.0,1665,648,38.91891891891892
Soil16.scaffold_804923086_c1_3,gemmatimonadota,A0A945GIP3|unreviewed|nitrate,4,4084.0,1628,664,40.78624078624078
Soil16.scaffold_804923086_c1_3,gemmatimonadota,A0A9D7CFV4|unreviewed|nitrate,5,4058.0,1629,670,41.12952731737262
Soil16.scaffold_804923086_c1_3,myxococcota,Q2IJW3|unreviewed|nitrate,1,4138.0,1609,689,42.82162834058421
Soil16.scaffold_804923086_c1_3,myxococcota,B4ULS9|unreviewed|nitrate,2,4131.0,1614,688,42.627013630731106
Soil16.scaffold_804923086_c1_3,myxococcota,A0A928XR34|unreviewed|nitrate,3,3999.0,1637,654,39.951130116065976
Soil16.scaffold_804923086_c1_3,myxococcota,A7HGD0|unreviewed|nitrate,4,3927.0,1643,651,39.62264150943396
Soil16.scaffold_804923086_c1_3,myxococcota,A0A947HI39|unreviewed|nitrate,5,4141.0,1618,679,41.96538936959209
Soil16.scaffold_313969256_c1_10,Bacteroidota,A0A399D723|unreviewed|nitrate,1,3980.0,1633,645,39.49785670545009
Soil16.scaffold_313969256_c1_10,Bacteroidota,A0A9D9VY91|unreviewed|nitrate,2,3992.0,1636,656,40.09779951100245
Soil16.scaffold_313969256_c1_10,Bacteroidota,A0A1G6KWR1|unreviewed|nitrate,3,4855.0,1511,823,54.46724023825281
Soil16.scaffold_313969256_c1_10,Bacteroidota,A0A1F3NZE7|unreviewed|nitrate,4,4031.0,1630,661,40.5521472392638
Soil16.scaffold_313969256_c1_10,Bacteroidota,A0A434AV88|unreviewed|nitrate,5,4888.0,1499,826,55.10340226817878
